star_id,mission,label,orbital_period,transit_duration,transit_depth,planet_radius,impact_parameter,transit_snr,mes,stellar_teff,stellar_logg,stellar_radius,mag
10863608,Kepler,CONFIRMED,8.07127043,2.393,318.2,1.53,0.271,,,5766.0,4.517,0.853,15.553
5602588,Kepler,CONFIRMED,11.01819178,4.635,545.7,2.64,0.883,,,6075.0,4.486,0.969,15.832
5385304,Kepler,CANDIDATE,78.7327023,5.041,495.8,7.76,0.956,,,6715.0,3.754,2.763,13.003
5547480,Kepler,FALSE_POSITIVE,3.979867514,2.3607,907.6,26.5,1.216,,,6032.0,4.485,0.973,14.782
11462341,Kepler,CANDIDATE,42.3375799,4.924,354.8,1.45,0.947,,,4132.0,4.682,0.581,14.275
9405595,Kepler,CONFIRMED,23.3593589,5.389,570.1,2.98,0.94,,,6244.0,4.46,1.009,15.347
3546060,Kepler,CONFIRMED,9.69310837,2.734,1130.7,2.12,0.534,,,4818.0,4.639,0.618,15.914
7019489,Kepler,FALSE_POSITIVE,24.2598301,3.897,1540.3,25.42,1.244,,,5485.0,4.574,0.805,15.962
2141783,Kepler,FALSE_POSITIVE,116.5214317,5.577,771.5,44.41,1.26,,,6056.0,4.179,1.411,13.806
4144576,Kepler,CONFIRMED,0.813166357,1.4122,173.5,1.14,0.06,,,5237.0,4.5,0.887,14.113
8494542,Kepler,CONFIRMED,10.86062378,2.2874,189.6,2.09,0.261,,,6455.0,4.125,1.496,13.957
9992325,Kepler,CONFIRMED,24.08632177,2.236,1041.7,2.78,0.802,,,4973.0,4.537,0.768,15.464
11073656,Kepler,CANDIDATE,1.834277283,1.7499,286.5,1.64,0.381,,,5751.0,4.458,0.958,15.198
10206675,Kepler,FALSE_POSITIVE,17.40208965,3.745,616.5,16.37,1.216,,,4098.0,4.662,0.615,15.245
9945370,Kepler,CONFIRMED,37.9456138,4.093,1032.9,2.79,0.263,,,5861.0,4.546,0.865,15.939
3832716,Kepler,FALSE_POSITIVE,1.141877248,4.33931,309490.0,88.62,0.598,,,6158.0,4.152,1.368,13.418
8453211,Kepler,FALSE_POSITIVE,5.77675928,6.789,3522.5,32.77,1.272,,,5544.0,4.435,0.875,14.572
8973129,Kepler,CONFIRMED,24.1738244,3.056,532.6,2.21,0.251,,,5468.0,4.427,0.968,15.056
12505654,Kepler,CONFIRMED,5.186737262,0.8023,712.7,2.4,0.825,,,5230.0,4.594,0.777,14.988
7215678,Kepler,CANDIDATE,1.151244686,1.272,269.6,40.32,1.387,,,6086.0,4.511,0.921,14.519
11670125,Kepler,CONFIRMED,1.217000383,1.3285,459.8,1.58,0.028,,,4859.0,4.545,0.757,15.975
11461844,Kepler,CONFIRMED,13.6823798,4.153,179.6,1.43,0.595,,,6102.0,4.457,1.026,14.5
7449554,Kepler,CANDIDATE,2.42088277,2.812,223.3,2.27,0.227,,,5583.0,4.077,1.53,15.61
9351920,Kepler,CONFIRMED,8.79618433,3.3781,286.3,1.77,0.05,,,6142.0,4.456,1.046,15.159
2161536,Kepler,CONFIRMED,16.85592593,2.309,871.5,1.7,0.038,,,3967.0,4.674,0.587,15.661
10549023,Kepler,CONFIRMED,14.36270451,4.564,349.4,2.31,0.272,,,6643.0,4.357,1.216,14.612
9661979,Kepler,CONFIRMED,69.8956789,5.276,548.4,3.04,0.872,,,5390.0,4.303,1.104,14.552
8219268,Kepler,CONFIRMED,6.24667547,11.261,396.8,14.93,0.877,,,4604.0,2.936,6.221,12.495
10531955,Kepler,CONFIRMED,2.344512589,1.4116,58.9,0.97,0.803,,,5821.0,4.328,1.132,12.589
8168187,Kepler,CONFIRMED,18.3027235,8.262,186.7,2.72,0.742,,,5528.0,3.892,1.839,14.31
4142847,Kepler,CONFIRMED,2.888904439,1.6043,402.2,1.68,0.77,,,4895.0,4.589,0.759,15.195
10203349,Kepler,CONFIRMED,17.14648756,4.2354,440.3,3.64,0.918,,,5559.0,4.127,1.412,14.941
9718066,Kepler,CONFIRMED,16.09227518,2.1072,128.5,0.98,0.932,,,4657.0,4.641,0.67,12.485
3440978,Kepler,CANDIDATE,38.103908,3.837,961.1,4.08,0.987,,,5250.0,4.522,0.771,15.469
3867615,Kepler,CONFIRMED,62.7843981,4.81,325.0,2.28,0.272,,,6053.0,4.279,1.26,13.358
